Australian Capital Territory	-35.4734679	149.0123679	-35.1245129	149.3992849	-35.9205308	148.7640971
New South Wales	-31.2532183	146.921099	-28.1561921	153.903718	-37.5052772	140.9992122
Northern Territory	-19.4914108	132.5509603	-10.790725	137.9990091	-26.0168697	129.0004244
Queensland	-20.9175738	142.7027956	-9.735481199999999	153.7637489	-29.1785876	137.9945749
South Australia	-30.0002315	136.2091547	-25.996392	141.0028803	-38.2604721	129.0005163
Tasmania	-41.3650419	146.6284905	-39.3625084	148.7283942	-43.8996913	143.5616261
Victoria	-37.4713077	144.7851531	-33.9810507	149.9764882	-39.22989219999999	140.9624773
Western Australia	-27.6728168	121.6283098	-13.3518903	129.0025978	-35.4175216	111.9227609
