SURINAME	3.919305	-56.027783	6.1296	-53.9429	1.837306	-58.070506	
SVALBARD AND JAN MAYEN	77.553604	23.670272	80.9284257	34.8046875	70.4662074	-10.546875	
SWAZILAND	-26.522503	31.465866	-25.7185195	32.1348445	-27.3173633	30.7910943	
SWEDEN	60.128161	18.643501	69.0600235	24.1773101	55.00598	10.5798	
SWITZERLAND	46.818188	8.227512	47.808381	10.49234	45.81792	5.95608	
SYRIAN ARAB REPUBLIC	34.802075	38.996815	37.3205689	42.376309	32.314097	35.6287	
TAJIKISTAN	38.861034	71.276093	41.044367	75.1539563	36.6719898	67.342012	
THAILAND	15.870032	100.992541	20.465143	105.636812	5.612787	97.343396	
TIMOR-LESTE	-8.874217	125.727539	-8.0484	127.4249	-9.5303	124.0332	
TOGO	8.619543	0.824782	11.1386114	1.8090501	6.0812	-0.1497214	
TOKELAU	-8.967363	-171.855881	-8.4221117	-171.0928345	-9.5059528	-172.6625061	
TONGA	-21.178986	-175.198242	-15.4060237	-173.2543945	-21.8360058	-175.9570312	
TRINIDAD AND TOBAGO	10.691803	-61.222503	11.3590774	-60.4926851	10.0422188	-61.930593	
TUNISIA	33.886917	9.537499	37.5359	11.5992173	30.2277963	7.5223134	
TURKEY	38.963745	35.243322	42.3667	44.818128	35.8076804	25.5377	
TURKMENISTAN	38.969719	59.556278	42.798844	66.707353	35.12876	52.3169	
TURKS AND CAICOS ISLANDS	21.694025	-71.797928	22.0016284	-71.0595703	21.1459922	-72.520752	
TUVALU	-7.109535	177.64933	-5.4300854	180	-11.1891796	175.5615234	
UGANDA	1.373333	32.290275	4.2186281	35.0330493	-1.4761108	29.5663892	
UKRAINE	48.379433	31.16558	52.379581	40.228581	44.2924	22.1357201	
UNITED ARAB EMIRATES	23.424076	53.847818	26.0765	56.4395	22.633219	51.4723	
UNITED KINGDOM	55.378051	-3.435973	60.9157	3.916555	34.5614	-8.8989
UNITED STATES OF AMERICA	37.09024	-95.712891	71.5388	-66.8850749	18.7763	170.5957	
URUGUAY	-32.522779	-55.765835	-30.0852147	-53.0930428	-35.1558	-58.4750933	
UZBEKISTAN	41.377491	64.585262	45.590075	73.148946	37.172257	55.998218	
VANUATU	-15.376706	166.959158	-12.8064449	170.5023193	-20.5350773	166.0583496	
Venezuela, Bolivarian Republic of	6.42375	-66.58973	12.6886	-59.805666	0.6479338	-73.351558	VE
VIET NAM	14.058324	108.277199	23.393395	109.6765	8.1952	102.14441	
VIRGIN ISLANDS, U.S.	18.335765	-64.896335	18.4649839	-64.512674	17.623468	-65.1590949	
WALLIS AND FUTUNA	-13.768752	-177.156097	-13.1303043	-176.0971069	-14.4187204	-178.2284546	
WESTERN SAHARA	24.215527	-12.885834	27.7224	-8.6666659	20.427	-17.4573	
YEMEN	15.552727	48.516388	19	54.679	11.7975	41.7096	
ZAMBIA	-13.133897	27.849332	-8.2032833	33.7022219	-18.0761122	21.9963878	
ZIMBABWE	-19.015438	29.154857	-15.6161108	33.067782	-22.4236835	25.2369579	
Bolivarian Republic of Venezuela	7.12422421	-66.18184123					
Virgin Islands, British	18.52585755	-64.47146992					
North Macedonia	41.59530893	21.68211346					
Saint Martin (French part)	18.08888611	-63.05972851					
Sint Maarten (Dutch part)	18.05081728	-63.05713363	SX				
South Sudan	7.30877945	30.24790002	SS				
Saint Barthélemy	17.89880451	-62.84067779					
Tanzania, United Republic of	-6.27565408	34.81309981	TZ				
Kosovo	42.57078707	20.87249811	XK				
